"","HB1","HB4","HB10","HB13","HB17","HB20","HB23","HB26","HB29","HB34","HC1","HC2","HC4","HC5","HC6","HC7","HC8","HC9","HC10","HC11","HC12","HC13","HC14","HC15","HC16","HC17","HC18","HC19","HC20","HC21","HC22","MET1","MET2","MET3","MET4","MET5","MET6","MET7","MET8","MET9","MET10","MET11","MET12","MET13","MET14","MET15","MET16","MET17","MET18","MET19","MET20","MET21","SB1","SB4","SB8","SB12","SB16","SB20","SB24","SB28","SB32","SB36","SB39","SB42","SB45","SB49","SB52"
"hsa-miR-548e-3p",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548bc",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4429",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"hsa-miR-320d",16,13,9,32,3,8,6,11,21,6,6,13,7,13,10,14,10,3,11,13,26,14,24,12,13,12,22,10,27,19,6,6,29,25,30,40,18,6,19,14,32,19,15,67,30,4,16,22,19,18,10,30,8,20,9,14,19,23,19,17,18,11,5,6,14,13,39
"hsa-miR-320b",6,2,6,10,6,7,5,4,5,5,2,3,2,9,3,8,3,0,5,2,13,3,9,3,3,3,5,6,16,16,10,0,22,7,3,6,6,0,4,10,8,7,4,15,19,0,3,1,0,13,8,19,37,81,63,66,78,91,64,80,69,35,31,30,106,47,135
"hsa-miR-320a-3p",101,42,38,457,117,118,108,105,154,63,39,65,61,155,77,131,64,108,159,55,135,178,115,184,76,81,113,121,203,217,80,38,1319,78,106,217,165,68,62,81,273,171,135,403,214,88,170,113,100,560,198,494,605,564,604,609,1830,1336,965,997,768,442,168,367,940,1131,813
"hsa-miR-320c",18,11,17,49,7,13,12,14,20,7,6,8,8,23,14,27,11,6,11,14,30,20,38,23,16,11,25,13,21,31,8,7,39,28,35,40,18,6,22,13,31,26,19,68,34,4,23,24,18,29,11,30,15,20,17,24,37,37,24,32,28,13,9,9,29,14,42
"hsa-miR-548j-5p",4,0,0,9,2,0,1,4,0,0,2,3,2,3,4,2,0,2,2,1,1,0,0,3,5,0,2,2,3,5,8,2,67,2,2,2,7,0,2,0,3,3,3,4,2,0,7,1,4,9,1,7,7,1,0,1,0,5,3,6,2,0,0,0,2,2,0
"hsa-miR-548au-5p",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,1,0,7,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
"hsa-miR-548c-5p",1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,1,0,2,0,0,0,0,2,1,0,0,5,0,0,0,3,0,0,0,0,0,1,2,0,0,0,1,0,1,1,4,1,1,1,0,1,0,1,2,1,0,0,0,4,0,0
"hsa-miR-548b-5p",0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"hsa-miR-548ad-5p",3,0,0,10,1,2,0,1,1,0,0,3,4,5,3,0,2,0,1,0,1,1,1,2,2,1,1,0,2,1,0,0,6,2,0,3,1,0,1,0,2,2,3,8,2,0,3,2,2,1,1,15,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1
"hsa-miR-548ay-5p",0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548d-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,2,1,1,1,0,0
"hsa-miR-548k",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0
"hsa-miR-548l",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,2,0,0,0,1,0,0,0,1,2,0,0,0,2,0,2,0,0,0,1,2,0,0,0,1,0,1,0,0,0,0,3,1
"hsa-miR-106a-5p",2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
"hsa-miR-548at-5p",3,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-543",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"hsa-miR-451a",429,137,84,1647,480,676,230,186,193,139,136,104,221,839,312,754,243,287,323,108,473,212,227,1001,310,325,437,728,484,498,322,79,473,156,151,330,688,126,124,163,162,306,392,1996,725,36,217,352,300,618,1046,2557,34,28,42,34,132,28,47,82,93,34,24,124,140,53,184
"hsa-miR-641",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,2,0,0
"hsa-miR-3667-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"hsa-miR-10527-5p",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,3,2,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"hsa-miR-320e",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0
"hsa-miR-148a-5p",2,0,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1277-5p",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-376c-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,11,0,1,8,5,0,5,2,5,5,18,3,1,1,2,12,8,2
"hsa-miR-181c-5p",0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,0,0,0,1,0,0,0,2,2,0,3,2,0,1,1,1,0,3,1,1,0,0,2,1,0,0,2,0,1,0,0,0,0,0
"hsa-miR-181a-5p",68,13,15,150,51,62,55,52,33,26,29,26,42,94,39,55,45,19,42,28,59,54,39,110,80,63,58,153,198,184,113,22,368,27,51,127,126,24,34,66,66,66,82,65,60,10,55,136,90,176,232,605,37,70,35,45,61,73,66,67,44,45,6,50,59,49,33
"hsa-miR-181b-5p",2,2,4,24,8,8,7,10,2,8,11,5,10,29,7,9,11,12,7,8,11,14,13,26,17,13,11,39,34,34,20,8,93,8,4,20,25,9,4,5,15,14,13,15,11,0,16,34,8,29,32,111,14,8,15,9,27,17,19,23,20,3,6,11,21,19,5
"hsa-miR-181d-5p",0,0,0,9,1,0,0,2,1,2,0,0,0,5,0,0,0,0,0,1,1,1,1,2,0,2,1,1,2,3,2,0,9,0,0,0,2,0,0,0,3,1,0,3,1,0,3,1,0,1,4,0,0,0,0,0,2,1,0,1,1,1,0,0,0,1,2
"hsa-miR-181c-3p",0,1,0,5,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,3,2,2,0,0,0,9,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,2,0,3,2,2,1,4,1,1,4,5,0,1,0,0,2,1,0
"hsa-miR-100-5p",40,2,2,8,13,17,9,2,3,3,2,0,5,12,6,6,6,9,5,2,11,22,4,9,9,13,6,10,12,9,17,0,17,3,16,6,26,4,4,8,12,4,10,8,5,0,2,16,6,17,5,44,40,8,24,12,16,61,10,22,1,1,54,8,16,6,9
"hsa-miR-99a-5p",43,4,7,5,26,14,18,18,3,15,5,4,8,45,23,21,35,17,38,9,29,39,37,42,30,24,14,41,65,60,29,8,63,3,30,31,58,12,18,16,36,24,25,18,25,0,16,44,21,50,43,158,4,9,12,17,13,64,12,7,5,9,1,4,10,12,8
"hsa-miR-122-3p",3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,1,0,0,0,1,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,1,4,1,1,0,3,0,0,0,0,0
"hsa-miR-483-5p",68,8,5,15,25,15,17,6,12,11,13,12,24,43,19,32,18,24,50,16,35,66,46,18,17,24,29,41,30,41,27,14,14,7,17,24,21,20,10,20,19,16,23,12,28,5,21,33,29,7,7,47,7,4,4,14,27,41,10,2,6,2,0,4,7,7,6
"hsa-miR-576-3p",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"hsa-miR-1179",1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-22-3p",39,12,4,95,17,36,12,16,8,6,14,13,16,30,15,13,21,16,10,3,20,31,11,41,14,23,21,32,18,22,20,14,301,16,6,51,31,8,15,13,26,19,10,57,45,6,14,21,28,119,46,125,6,7,3,3,15,13,13,10,5,8,3,4,6,5,10
"hsa-miR-28-5p",0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,10,2,1,2,2,1,0,0,2,0,4,0,0,0,2,2,0,4,2,5,5,7,3,2,7,9,4,12,10,2,2,0,6,2,5
"hsa-miR-3158-3p",1,0,0,9,0,1,0,1,0,1,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-148b-5p",4,0,1,4,0,0,1,0,0,2,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,3,1,0,4,0,1,2,1,0,0,1,0,1,0,0,0,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-369-3p",1,1,0,1,1,0,1,0,0,0,3,0,0,2,1,1,0,1,3,3,1,0,1,2,1,0,0,2,5,0,2,1,7,1,0,2,3,1,0,0,1,0,1,0,0,0,14,1,0,7,0,5,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"hsa-miR-382-3p",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,9,0,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-362-5p",1,0,0,2,1,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,1,1,0,5,0,1,0,2,0,1,0,0,0,2,2,3,0,0,5,0,2,0,7,0,1,0,2,0,4,1,3,0,1,0,1,0,0,0
"hsa-miR-501-5p",0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0
"hsa-miR-487b-3p",0,0,0,3,0,0,1,0,2,0,0,0,0,0,1,1,0,0,0,1,0,1,0,3,0,0,0,2,4,0,2,0,24,0,0,0,0,0,0,0,1,0,1,0,4,0,4,1,2,9,1,4,1,1,0,0,0,0,1,5,0,0,0,0,1,1,1
"hsa-miR-3200-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,1,2,1,1,0,0,2,1,0,2
"hsa-miR-425-5p",141,34,35,374,196,184,73,155,66,59,45,44,50,132,84,99,91,71,157,54,124,108,90,173,87,108,91,117,169,143,137,42,2297,60,67,204,251,73,73,86,155,152,105,229,101,11,189,131,104,326,224,401,64,54,43,56,68,150,62,130,101,43,5,26,94,103,21
"hsa-miR-501-3p",8,1,2,18,9,10,5,7,3,0,4,5,3,12,3,6,1,7,1,5,7,9,4,8,1,3,3,7,2,11,7,3,27,2,2,18,10,1,4,4,6,3,6,14,5,0,8,5,2,10,2,15,0,0,1,2,1,1,0,0,0,0,0,0,0,2,0
"hsa-miR-502-3p",3,0,1,9,1,5,0,2,0,0,0,0,0,2,2,2,1,3,4,2,2,1,1,2,2,1,1,4,2,1,2,0,11,0,2,0,3,1,2,3,2,2,3,5,2,1,1,2,1,5,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1246",30,39,24,70,24,216,43,48,85,41,35,30,32,53,33,83,19,36,33,24,155,36,97,47,65,34,37,29,73,62,23,147,39,100,53,64,223,30,266,161,119,66,36,583,117,11,68,84,139,86,129,113,20,76,78,22,66,81,50,68,53,43,24,45,71,43,46
"hsa-miR-652-3p",10,0,7,28,7,4,5,7,3,2,4,5,0,3,1,3,2,3,2,1,5,0,7,8,0,1,2,7,3,2,5,1,61,1,0,8,7,0,2,2,7,2,8,9,5,1,7,1,0,22,2,14,47,42,25,35,68,121,63,124,43,23,9,19,67,63,19
"hsa-miR-363-3p",30,9,9,91,49,98,15,15,6,11,9,7,10,37,8,34,10,17,27,8,12,14,30,22,13,18,12,73,39,38,24,14,72,19,19,44,31,10,11,14,18,21,22,75,28,2,28,22,19,36,56,146,0,0,2,0,1,1,0,4,1,0,0,1,0,3,3
"hsa-miR-3613-3p",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,1,1,0,0,0,0,1,0,0,0,1,0,0,2
"hsa-miR-10b-3p",0,0,0,0,0,0,0,1,1,2,4,0,0,1,0,2,1,3,0,0,2,0,3,1,0,0,0,3,1,2,2,2,3,0,1,1,1,1,1,0,3,3,0,0,1,0,3,3,2,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-214-3p",0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,4,3,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0
"hsa-miR-125a-3p",0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2,0,0,0,0,1,1,0,0,0,6,0,0,1,2,0,0,0,1,0,1,2,0,0,1,0,0,1,1,3,2,1,4,0,2,4,3,1,2,0,0,1,2,2,2
"hsa-miR-199a-3p",104,66,58,317,112,51,104,101,65,58,131,108,150,392,187,189,147,136,244,181,290,160,161,313,159,126,300,212,317,303,222,88,7171,142,118,397,504,136,146,149,267,287,188,187,204,31,424,303,183,815,269,715,26,16,16,16,46,64,42,51,28,21,5,5,32,35,5
"hsa-miR-181a-2-3p",2,1,0,5,3,1,3,2,2,2,4,4,4,6,3,2,7,3,6,5,5,4,4,5,4,3,6,7,13,5,8,1,40,2,4,4,11,5,2,1,6,3,3,1,9,0,4,3,10,6,1,12,2,0,2,2,3,4,0,3,1,0,0,1,4,0,1
"hsa-miR-181a-3p",1,0,1,0,4,0,3,4,0,0,0,0,1,4,2,4,0,0,2,0,5,4,1,3,2,4,3,2,1,3,4,1,21,0,0,2,8,2,3,1,2,4,5,1,1,0,4,3,2,4,5,13,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0
"hsa-miR-4286",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,1,0,0,0,2,0,2,0,0,0,0,1,0,5,3,0,1,2,0,2,2,2,1,0,0,0,1,0,1
"hsa-miR-1247-5p",0,0,0,0,4,1,4,0,1,0,2,0,2,0,0,0,1,2,4,0,0,1,1,2,2,0,0,3,2,3,2,0,1,3,1,7,1,0,1,1,0,1,0,0,1,0,0,4,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-454-5p",0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-132-5p",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-10401-3p",0,0,0,0,0,0,1,0,0,0,0,1,0,4,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,5,0,1,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0
"hsa-miR-221-5p",1,1,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,2,0,0,17,1,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,3,2,3,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
"hsa-miR-1249-3p",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,4,0,1,2,3,2,3,2,2,0,1,11,2,1
"hsa-miR-1306-3p",2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-766-3p",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,21,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6,1,0,3,3,1,3,6,17,1,7,1,1,0,1,8,11,4
"hsa-miR-136-5p",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1307-3p",10,6,7,57,23,7,7,20,6,15,11,10,12,42,27,17,22,18,39,16,14,24,15,28,10,19,30,32,31,35,14,5,586,13,13,33,57,14,9,18,57,34,21,21,26,15,70,13,17,72,29,55,35,36,18,21,68,104,32,69,33,16,2,12,36,47,7
"hsa-miR-130b-5p",0,0,2,2,0,0,1,1,0,2,0,1,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,1,3,0,0,14,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3,1,5,0,0,0,1,0,1,4,0,0,1,0,0,1,0,1
"hsa-miR-17-3p",0,0,0,0,0,1,0,2,2,0,1,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,2,1,3,4,0,1,15,0,0,3,1,0,0,0,2,0,0,0,1,0,0,0,0,1,2,3,3,1,1,3,2,4,4,2,1,4,0,5,1,1,1
"hsa-miR-18a-3p",1,0,0,2,1,3,0,3,0,0,1,1,0,3,2,0,4,1,0,1,3,0,2,4,3,2,0,1,1,1,0,1,7,0,0,0,1,0,1,1,0,1,2,1,0,0,0,4,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-93-3p",2,1,0,13,7,5,0,0,5,0,3,1,2,3,0,3,1,5,5,1,7,6,0,4,6,4,1,3,1,3,0,0,43,0,4,1,10,1,1,5,4,7,1,13,4,0,5,1,4,8,7,5,0,3,3,3,9,5,4,11,3,2,0,0,2,8,7
"hsa-miR-378i",0,0,0,2,2,0,0,1,4,0,1,0,1,1,2,0,0,0,0,0,0,4,1,1,0,0,1,2,1,1,1,0,9,0,0,0,6,3,1,0,2,1,1,2,5,7,0,0,0,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-422a",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,2,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-378f",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-378c",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-378a-3p",50,3,11,43,25,31,11,15,19,16,11,9,9,42,14,23,13,5,6,8,15,23,17,36,12,16,15,26,40,43,15,10,154,22,14,39,46,12,25,21,49,19,17,55,34,7,20,21,23,76,26,115,6,5,9,8,14,37,13,7,3,1,5,3,3,9,8
"hsa-miR-664a-5p",5,3,3,34,4,1,1,5,5,3,1,6,3,8,4,3,9,5,14,15,11,5,7,6,12,4,11,6,12,13,8,5,144,6,5,0,11,7,1,6,19,4,10,14,3,2,29,6,3,19,5,14,2,3,7,2,5,9,1,6,1,1,0,3,8,5,5
"hsa-miR-378g",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548ax",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,0,2,3,3,3,3,3,3,0,0,3,0,0
"hsa-miR-642a-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0
"hsa-miR-485-5p",0,1,0,0,1,1,0,0,0,2,2,0,1,0,0,1,1,0,5,2,0,2,0,2,0,3,1,0,3,1,1,6,12,1,0,4,1,0,0,0,5,0,0,1,1,0,8,0,0,5,1,1,4,3,1,1,0,2,11,4,2,3,0,0,2,3,0
"hsa-let-7d-5p",206,83,41,477,137,221,73,85,74,52,36,38,65,127,52,92,49,58,86,45,124,60,75,172,82,77,106,139,167,131,79,39,557,66,40,60,147,56,50,78,93,81,94,288,117,11,100,128,87,262,106,399,511,658,424,541,897,1369,578,1448,944,441,117,651,763,860,537
"hsa-miR-369-5p",0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,7,0,1,0,2,1,0,1,0,0,1,0,7,0,0,1,4,0,3,0,3,1,0,0,2,0,8,0,0,3,2,2,2,2,0,2,1,2,1,3,0,2,0,2,2,1,0
"hsa-miR-107",10,1,3,31,5,11,3,3,1,6,0,1,3,8,2,3,4,0,5,1,6,4,3,7,1,3,5,6,4,5,3,1,61,3,2,6,11,1,1,2,8,6,4,12,8,1,5,6,1,21,9,19,2,3,3,7,6,14,4,11,20,4,0,3,16,7,5
"hsa-miR-103a-3p",527,161,129,1668,506,708,258,341,261,230,123,157,214,396,194,209,220,143,238,131,310,245,184,441,328,358,179,399,604,503,330,147,4888,215,155,352,876,168,252,339,574,307,214,480,354,39,445,399,233,1335,516,1781,97,101,51,79,101,167,67,233,124,60,23,72,110,94,74
"hsa-miR-222-3p",4,1,2,8,9,1,6,9,8,0,4,4,9,16,5,5,5,2,7,2,10,10,7,10,9,11,9,14,21,15,13,2,68,7,3,14,9,3,13,14,22,20,15,14,25,0,17,32,7,71,21,69,0,2,0,0,6,2,3,2,1,0,1,0,3,0,6
"hsa-miR-221-3p",39,15,31,161,44,31,31,54,22,8,21,25,27,102,46,68,71,21,52,37,59,47,56,107,46,36,54,64,76,75,53,15,2711,35,30,79,127,35,51,54,132,87,49,72,96,17,148,68,43,591,153,332,20,21,13,10,25,62,21,48,27,17,2,6,22,20,8
"hsa-miR-423-3p",43,19,14,52,32,30,22,28,21,12,16,14,11,40,26,17,26,16,29,22,36,42,15,42,24,34,15,43,70,54,48,11,586,20,23,49,53,10,13,26,38,34,29,69,33,1,63,38,25,168,96,175,6,4,2,5,4,9,10,11,6,6,0,4,10,5,1
